zoneNum,lNodeID,P_load1,P_load2,P_load3,P_load4
1,14,"[-10.59445516881756, -4.66343548340243, -9.913906049924702, -7.001954780402552, -9.37709896440785, -1.7450438854254442, -12.593487701982975, -13.565315574166293, -5.0064051582857765, -13.145760882872539, -14.421498010205328, -0.3977216728740344, -8.959067268816858, -0.34113340580240825, -5.999936146398798, -0.7777890231168632, -3.498672167401273, -3.2072782675155844, -1.8092745009842353, -9.21643682608981, -8.107419357188139, -6.941174013770723, -9.361155931203127, -7.030106818957042]","[-5.628662186786285, -0.9071562506550982, -4.481926484114529, -2.756903044308985, -6.782751872357196, -3.663661378674582, -2.9421380793160865, -7.330286199621454, -5.2158125031703895, -1.5930094318408974, -4.799176865774883, -7.436272054511784, -0.5857773370057191, -0.6103547902277557, -1.4008292385689485, -4.521443401437937, -4.550185621002774, -5.334989409272385, -7.155998643803511, -3.212420685109869, -6.561042594706836, -6.297731405975817, -7.167258843116061, -3.226005640910383]","[-6.990201295820326, -10.135290122672954, -8.030002890735089, -10.439241708078308, -7.542329987234072, -9.796146581176872, -8.12281599850069, -11.102038207251361, -1.519555383825266, -5.352910551236372, -4.636072398760448, -4.623668823458596, -10.064994902716517, -6.654213065345831, -1.0078257594697997, -5.434432539875995, -11.141850410846297, -9.183754014345789, -10.445766129127412, -6.483259182690548, -11.000675117194987, -3.556752542599362, -8.968814327594302, -3.955030197827885]","[-3.1066400880945744, -0.9670835621882127, -2.976579613233242, -1.0724813176714472, -2.552998966282432, -1.8738303819159303, -3.7046109226745902, -1.0792503325036942, -3.600794553214033, -2.6475858558921757, -1.2711071037558201, -0.6949426706860711, -1.3793490638004278, -0.741487794291963, -2.298844394062149, -3.055794286898168, -1.4610480780743065, -3.084441444363687, -2.0004496788403103, -1.7238462374191, -1.5456595302662952, -0.6395361670061228, -3.52705928384874, -0.5780244419474128]"
2,2,"[-10.477660903542285, -20.265617900622672, -20.232322878558694, -1.7037744856814288, -18.159489151990673, -11.039053092375054, -17.21684238047338, -15.762945278823086, -15.59883866240897, -5.731848142888558, -6.2275351868659135, -16.14767634569543, -6.807172884813816, -12.533583857130587, -9.507478357078192, -12.74313598362041, -2.0817476801642, -18.793563551729225, -12.703234759200553, -6.331173717040337, -12.159366868030606, -15.63532438765755, -5.597607645630083, -15.659271859461935]","[-2.9325662693236163, -10.47279661133584, -0.13091869195035083, -1.6893934967146567, -6.568197270130976, -6.793717391853957, -1.6160345323929228, -4.928574492917697, -8.767930488049398, -5.605244486630687, -6.572747700753822, -3.330647192323719, -10.153293441169977, -1.092640221984023, -4.584672717584081, -8.470890197890943, -3.4919111090987682, -6.883430312382176, -7.730224160758991, -2.334078843888019, -6.229360013596899, -5.604614942034394, -3.1843881750412346, -4.004130506286241]","[-12.52941193268628, -7.5542391361036625, -8.27645153970537, -4.748559056127375, -2.4289107139938237, -10.115532684774607, -9.990118433745911, -3.6915182266149276, -3.332718665295076, -13.856318996313462, -3.156228678747545, -13.957659210307183, -4.656674553959014, -13.230740410022666, -9.932657589093406, -3.4071811361284907, -8.34245637020669, -6.462859929250656, -9.544516367773811, -11.566310905505746, -13.610975834678628, -15.95365109050992, -16.113340496346883, -8.94546251928338]","[-4.2222056745578636, -1.1584154729129732, -1.418244666039318, -4.703040631803159, -1.4786887025788877, -3.453043711419347, -0.11965251065921001, -3.152395762333114, -4.050557965125934, -3.539604328125997, -2.002537032704499, -1.0241606332995137, -0.2429491014123376, -5.251055323064919, -2.984954446893931, -4.921465862524091, -3.1482019583057874, -5.079300177629071, -4.991870532131354, -4.071053296567822, -4.501314832340035, -0.3913394394427925, -0.6637977198681044, -2.8001878894543775]"
2,3,"[-2.010741095970186, -1.8908536794699806, -0.7349413358404046, -1.9068920672185645, -0.1800728916451594, -1.7186660041924904, -1.1223484549627916, -1.2593392855196166, -1.822272206056523, -0.4391048850484663, -1.2132550090558778, -1.4348912640934177, -0.019286004180744862, -2.090086511063975, -0.6961249766036751, -0.647645872451312, -1.4629813272764303, -1.5043099774740831, -0.9834820410337791, -0.2035491918021435, -0.3666322912844553, -1.617261434650158, -1.472814703383078, -1.6201051180683665]","[-0.5653490958420402, -0.3254254930661012, -0.9901655347130431, -0.1219999006206434, -0.4537574856252826, -0.20984232228818409, -0.21001079068094444, -0.3036153861795972, -0.3427263867344331, -0.7914819943857414, -0.04322033430211456, -1.0209223290140026, -1.070681912514538, -0.8160047721008206, -0.36848896069594633, -0.9291541435196786, -0.5026164143045285, -0.6849227091251258, -0.5734375986819128, -0.9868724727465479, -0.6653914794468508, -0.0025051161365121644, -0.32031945613634255, -0.5355828565932151]","[-0.9586781962172783, -0.5960791385689389, -0.18639634254294052, -0.9770737116543842, -1.6146331539227292, -0.5039389010841262, -1.09012207879427, -0.37346887989746913, -0.26964840162964226, -0.47638947243498597, -0.4331547883471803, -0.724344047600333, -0.3758073458941767, -0.5727287026444877, -0.9857921713562335, -1.144698994194734, -1.3105781089361388, -0.7598410192111823, -1.789340788638199, -0.45564444115933966, -0.09141427016060684, -1.3538644870092829, -1.0135136687876, -1.60409974435515]","[-0.2293802386588747, -0.13146438954447595, -0.3274393961595074, -0.3150146326520414, -0.39995805846771054, -0.3778008977856935, -0.34632532579831743, -0.37160878912100903, -0.2099780238510844, -0.5668159168013376, -0.2560389746793372, -0.1617758033702434, -0.23163443373591008, -0.35079878010423954, -0.15366473809698875, -0.2905167953640208, -0.25393946809765044, -0.3410360994662235, -0.4266304090625657, -0.1452382836012686, -0.5411529899546126, -0.3681246160929314, -0.5320696803871516, -0.2359242826819791]"
2,4,"[-1.9133811752766332, -7.3201102716533235, -0.5206297234496291, -2.9543783114969067, -0.6170144291674514, -4.534897120759588, -0.6463664428294161, -0.21108656282574567, -0.29743953807726553, -5.7935445303575, -0.11812488133240011, -1.8264618578124854, -0.32219675851736135, -3.1843872136263176, -3.4881629051387, -2.6971369939784218, -2.350614513768426, -2.53659667067632, -3.7300092071240023, -4.152394662679126, -3.993376468552476, -1.0082571337890387, -3.7883631991487894, -2.471064186336511]","[-2.1156045845787075, -0.9999825416795212, -2.4280835121953963, -2.801277788887508, -1.8481672741715187, -2.6744974575820253, -0.04557299222868067, -3.7229467324517413, -0.4219467665981937, -2.3720628875101477, -1.4597717994721318, -2.74707268225068, -2.114602816863355, -1.1375684318487138, -1.7784380913404298, -2.0933818618020066, -2.8248809510478066, -2.1319498076263796, -0.12180904515463037, -1.3564569732712586, -0.6780080891545234, -0.85782165304158, -1.0035023426734815, -2.5945916552738106]","[-2.225432609295483, -0.3591347848531377, -0.676915245367666, -1.6304774172836127, -0.4778069746691404, -0.40405323694731254, -4.977924681285789, -4.6928265151960575, -5.047934147632508, -3.900797062413238, -4.756807697527458, -4.462569449544225, -1.9426792928533514, -0.6456949939466498, -1.8681872814239664, -0.9923501406295366, -0.7761930398215673, -4.78872169046899, -4.867649371664877, -2.271322781921639, -2.1874116604723053, -5.579415120540457, -4.540651344804301, -4.085745208722537]","[-0.3251249804938533, -1.6789283764215506, -0.7782687012949507, -1.1031708040606458, -1.8394748039821829, -1.5269403112973416, -0.412795805151753, -1.3205803558962983, -1.0725264430686405, -1.5889317881877165, -1.8192017809762626, -1.7141490487697528, -0.03624913446171003, -0.2450293549156152, -0.9092576900542482, -1.6626330033975072, -0.5858969367961884, -1.1337120199023163, -0.18442235259673043, -1.890149692930143, -0.6731724389530874, -0.06839669164198077, -1.7735036978208758, -0.8006531265893283]"
2,7,"[-4.321447227803203, -0.35096164904951466, -20.658642300004516, -15.1473413488107, -21.037411100702336, -2.0444998274498576, -14.071118207715466, -13.78652413562514, -14.28292884493798, -12.87427236605626, -18.821051070117175, -15.475611799524053, -16.823403914357463, -22.02794772570764, -5.344447094217872, -16.43321096936841, -4.103494681571107, -22.071875116869837, -15.931332893169003, -19.524116087097113, -13.179686977546039, -11.626575716208418, -6.424617122303149, -17.916973310360095]","[-10.586992087613202, -3.199077765451514, -9.293110213606944, -7.18171687758402, -6.6966059592774245, -2.5220801646533504, -5.83877305001784, -10.190266492825721, -0.872857716798992, -0.26672836633468266, -4.744056394896117, -7.182144121622922, -1.0199722437159926, -9.690514905333282, -6.907524588557004, -5.986151332057531, -8.081699877545594, -7.5272762488725204, -7.855585611606521, -6.520188322961105, -5.1951212055589595, -5.615006046282803, -7.196642445999568, -3.653747976659505]","[-4.259383525618768, -12.586103133900718, -15.110547702614076, -9.85262923283999, -10.019505438363698, -1.8228318729238677, -5.751698240660058, -15.749763732416746, -14.670646130767114, -13.582005531080224, -10.90783868783668, -10.403089587654765, -11.923279842238282, -0.5540199355376314, -15.275435306382121, -16.342497235750614, -0.4315745678704372, -6.707563502808976, -15.236437058729742, -15.043480482514365, -9.103823513015426, -7.207567668300993, -6.734817926207805, -0.09305629449491608]","[-2.805679917349989, -1.683386827504103, -4.96803906659025, -3.3365672902068586, -2.881386854286366, -4.468492053698645, -4.819025107049333, -4.252792954157739, -1.9343975904656583, -2.8153394904275864, -2.0844415383703723, -4.755479366315808, -0.887044412417037, -1.032124392447821, -1.879758455879029, -1.8186301514990926, -5.6446752285668484, -1.338535846347386, -3.449620202025954, -0.9447149197693715, -1.7643163281446983, -2.2297310839735167, -4.081824774287859, -4.8104445596433045]"
2,8,"[-26.125205025824044, -6.41345633263744, -26.66769420946026, -17.63453809772393, -24.378864327051712, -2.713243355904126, -10.54849845627435, -20.237852129406065, -29.87051227571676, -28.4883681058181, -7.395136583269726, -15.697820106222736, -10.041309661746592, -1.2378672843475924, -18.108925162523853, -19.67358298652221, -29.264060493668662, -26.063817197762248, -15.60799084631342, -12.596697569035399, -21.53736428757023, -4.595335578634887, -6.956133634430711, -29.86940411190932]","[-2.0849447570013546, -2.724297752931752, -9.364477085884902, -11.314712479653874, -0.26876696566154934, -1.033217582287117, -9.121824905691815, -5.553994108505869, -8.878454804328292, -13.66192467884839, -6.4711502232813425, -5.7875126735580835, -11.30444744613277, -11.409306855083459, -0.10461372086373766, -14.147131432540341, -12.880227914094037, -11.883769591936693, -10.494363928330134, -11.294474229524003, -10.571287630257205, -4.801529691922308, -0.888451219210904, -6.2025070129134345]","[-20.1227375594427, -0.6915320493934505, -6.084744917683194, -3.6489036129621457, -3.3568965909955155, -12.393740554795075, -16.51564489483457, -18.412084656326442, -15.919145819974265, -3.8173248267270496, -2.55754611800577, -1.7675645044501174, -5.59199258862902, -15.846436751685998, -10.338983615326706, -12.929495673196064, -9.65944812828753, -3.5902051766861884, -3.0313900818458572, -5.935923988230443, -11.637276129859675, -4.264335576316134, -8.63890723158615, -4.932419957075509]","[-1.2208553409478085, -0.9127815154810184, -1.6322724097813115, -1.4141695112887755, -7.122699379449184, -6.919340758148614, -1.4170721330670024, -1.0431222169994125, -2.7773180787228346, -4.073153768395138, -3.9234514476153812, -3.5011573159140297, -6.8340516752032405, -6.504853357987811, -7.273388850028747, -3.2241185329300586, -1.0479828157112325, -0.6400974172345703, -4.089633284705363, -2.867957649887845, -6.285247014790102, -5.90133920113404, -3.3525872804820183, -4.74113466813138]"
2,10,"[-2.2668270653277096, -0.835810848064163, -5.484840287462371, -3.6074352147290596, -0.31014085056153423, -5.231761451373254, -1.3352022477725987, -0.6900042818627264, -2.948147529930537, -0.7951429610742508, -4.601514945316207, -5.255145699408137, -0.9959194509634816, -0.03771819282719386, -5.292121615390705, -1.34298523831818, -5.332178440735541, -3.333292559379372, -4.6462368198754875, -0.4238840511701844, -3.7431948997668205, -4.173909178951274, -4.656340097924884, -3.0106751328293133]","[-2.6941582807967834, -1.6578050921290113, -1.4280367111898526, -0.6203835478739922, -0.9565233685488862, -2.2266965573328172, -1.0189565903369129, -0.07813084484494912, -2.1313233242001437, -2.6631533591289687, -0.8920551798701373, -2.135911213990261, -1.424086594791661, -0.9978188795080277, -1.5249075213871042, -0.2935266421183367, -1.3337600250604045, -0.20558235198867678, -2.7890542218033776, -1.5042200648070057, -0.8050981839730508, -1.1254149135171403, -2.6396761561711557, -2.1821955925823513]","[-3.002797741999047, -1.7820778477328496, -3.213992618482603, -3.328012956955535, -2.149193835151274, -0.5807300579993435, -2.4988708187198894, -0.20099134925442483, -2.206082225780414, -2.0183769110334397, -1.9000841175281482, -0.1326506856100171, -1.8022121745935338, -0.9359314096867917, -1.5349980917227053, -0.44548110947059866, -3.2246948257206918, -0.6931388378979716, -1.5153744232393702, -4.115046570024311, -0.3228501853860765, -1.3066950023151358, -1.4025033566713245, -2.8495040987660616]","[-0.06174869219259839, -0.6429696983255087, -1.266429834716573, -0.5739064938355491, -0.8506472870549148, -1.3453120463327115, -0.8488773724977678, -0.6194032883815236, -0.5290691491245428, -1.2461139253266678, -1.2341004321909252, -0.6312366349932178, -0.9029611335980902, -1.0695416316904334, -0.633637492204813, -0.031934017526469384, -0.5377594412431361, -1.0648673973217149, -1.2500844549189125, -1.2068167784871389, -1.3690836310056391, -1.2265243963075405, -0.018907530498666506, -0.3997323938214723]"
2,12,"[-8.62098145991775, -1.7935635332139686, -6.098898806541884, -1.4400184272816787, -7.279385371738521, -10.96879566407918, -5.9601569642636925, -8.435516930138764, -7.999569761375479, -5.025909252893201, -11.055969708786966, -1.0070379606540847, -2.39750780296778, -11.157628508823885, -0.9563851200206778, -10.073952090938743, -7.8773538246135955, -0.5579282999934753, -9.16224353121054, -6.031473069721998, -8.021875142909913, -1.0895482453461185, -7.238916616128617, -9.449925992658972]","[-0.4056203538641914, -0.9752073387576864, -3.6239061350403174, -2.4470762050561135, -3.297650780211225, -4.586239716090012, -3.478022620571253, -0.8597805401644261, -0.3075730053206877, -0.5676327533813961, -4.2551685378854, -5.252711403246553, -5.218902486859009, -5.141677021461097, -0.6322967629945295, -1.8513933411324044, -0.24912111050084354, -1.5732173248990284, -2.572779180025379, -5.09288482950902, -0.8710088870004102, -0.23215003619965432, -2.373256780220456, -5.518634917582331]","[-5.923509818434964, -5.908665491469349, -7.145652305158758, -7.4951324363610965, -7.116048325040142, -4.088502616490767, -7.823225929078972, -3.3217789967451057, -8.254219600027414, -2.692761097083538, -5.104812920691681, -1.0368678845127015, -1.809180042275915, -0.869546212647173, -3.1266664488130127, -5.084083152311332, -0.4601807111115793, -8.36633547347248, -1.4128111505163963, -7.37053212256048, -6.294346075043936, -0.7445944698654755, -2.527569340862922, -7.6208197490152045]","[-1.3973349145990788, -0.063931880913348, -1.2789636907597652, -2.7987737583936445, -2.4019744600561306, -0.2129856327959093, -0.1074651156350022, -0.04465074279771519, -0.3118833630229988, -2.3999596556857705, -2.004020510378409, -0.9332695117835214, -0.9069221307739794, -1.6671505482136555, -1.5270434275427962, -2.0611438426739626, -0.7622726565805626, -1.4876330468226378, -2.0106515606364765, -0.8915501810459313, -2.73947084163503, -0.038260669230687355, -0.09450215550081502, -0.07890214777139128]"
2,14,"[-2.6778724307228616, -0.055517458724892624, -1.424201370544459, -2.7540678243141374, -3.446290474334365, -5.258072201251455, -0.9782162502522938, -3.4498030615516666, -0.4121485966384288, -3.9244209951326328, -3.8639384259706473, -1.1305681657345015, -3.0126825914884368, -2.691417326847981, -0.3311032174683503, -1.2627385305299474, -3.80280364349445, -4.351538951804242, -5.877924687219817, -5.901830871199728, -2.721439580124833, -5.66031250626891, -2.781263589727949, -5.80575646503112]","[-2.547662059482007, -0.9058949001396849, -2.3222388971309966, -0.8719841885733818, -2.3934035686377135, -2.9933394227970536, -2.268974016705076, -1.691497921965658, -1.2033300338850803, -1.642285851107117, -1.8196035274389828, -0.9763370400607088, -1.59153768599935, -0.5932966265828231, -3.0981794779227108, -0.6100967976117406, -2.4462559150489174, -0.0628612964620595, -1.843938504788018, -0.7762962538183384, -1.5197370891429551, -0.9424511323904186, -1.6565610991082054, -1.967135303199081]","[-3.212396706667046, -0.7081306172311765, -1.758754118589906, -1.6464673263135348, -1.1673159888016844, -1.0544185997778854, -2.8748866203540593, -1.771575609552039, -3.4436821779797815, -1.75305431887532, -3.3095788093821357, -4.512337271594042, -2.0095315711701907, -3.7600825372752635, -1.6753533098055597, -3.50646070508321, -4.270987530429137, -2.167974583193594, -2.1132032159132264, -1.2109435948412761, -3.728668352059585, -3.856449662507366, -4.003680785715032, -1.9530644564718962]","[-1.3253769616081514, -0.7753555232735502, -1.3279015115589416, -0.2146251153773911, -0.17078541458136445, -0.9885625395305522, -1.3159281749812886, -1.2001227257700078, -0.08505964935999986, -1.3775304777836492, -0.4459278316986413, -0.544727597944965, -1.0947480916044028, -0.6705589326436153, -1.375998116270837, -0.49052804066205996, -1.2799521336322734, -0.07383139325939787, -0.6807486026520592, -0.14862790862652625, -1.3639996245360155, -1.4243920776742856, -0.14663092070479924, -1.4823575739419708]"
2,15,"[-7.720120427625615, -5.2117663315063325, -0.37242911202863255, -7.5407930781833175, -0.9260833211541535, -1.210496248170684, -3.557098585648192, -1.9627430185957453, -6.492361488316183, -0.0350211435936324, -3.3343361799512627, -4.517135806410383, -3.7991650382178452, -5.96767707138095, -3.9507375003848666, -1.8798490703628663, -4.583281087747564, -2.518425247577685, -5.7819379395209545, -3.994034033317066, -2.8534571277867866, -8.176044836295262, -1.1948193841819572, -1.5948769282895834]","[-2.7391861762469043, -2.436873193222876, -3.861308256087182, -1.1703481216082676, -3.036630771677414, -3.37132640959198, -0.657116444839571, -1.939721402872453, -4.024758995046475, -0.2663245365249229, -3.314061325471528, -1.1174153910166809, -2.0448653628495506, -0.21918117395290712, -3.256653694779928, -2.4711500802955015, -1.3716379632686404, -0.40218750451857405, -2.72150839646606, -0.47636709732854127, -0.8451042825079003, -1.7543850767355855, -0.6442553935554199, -2.2784393561497223]","[-4.361618759005903, -1.8863432149396733, -5.226099939714159, -1.1131797614284045, -0.26431614177158574, -5.530548876935208, -3.265107660432811, -3.9841593047968393, -5.822139522165274, -3.29289340333369, -1.1955325110113104, -3.8128575319007822, -2.574164673839846, -1.4461802141474884, -3.8497500634032282, -3.9674171388914643, -2.1832969824052033, -0.3837526293235173, -1.4869221636649916, -0.8075572309105457, -0.18472339836353482, -3.2864753145973444, -4.646373272428087, -2.4146440156494613]","[-0.16876257405953698, -1.7874816624926204, -0.5629599134890299, -1.2890810014062464, -1.7501842997468355, -1.8971590643731282, -1.0363561546855344, -0.4269318084243472, -0.7331361346537877, -0.5787129181158946, -0.7283921501589473, -1.593397120374086, -1.1338510024928834, -1.0356963908632568, -0.6728406800273146, -1.4666632735022345, -2.011441298578047, -0.9228006289039099, -0.1414012815540479, -1.4917580428396593, -0.4037920989582111, -0.05493849118519601, -1.3272053833641881, -1.741685021492475]"
2,16,"[-2.179743082310356, -0.21009695988206856, -1.6777150348015737, -3.015470272396127, -2.128425800893484, -3.323246065247301, -2.1890718491893457, -2.664666200276937, -1.8745458119835843, -1.2661060115005656, -1.715371358181262, -3.4985809674632122, -1.9681110694755728, -0.34684305714670166, -1.6889379114598349, -0.12044213498497652, -1.2791052448703522, -1.7734415933937906, -0.094123300627239, -0.40021975658887166, -2.5260574223643326, -2.5272892833251945, -0.6355218968257733, -2.1407495411652673]","[-1.7057468077946623, -0.8759300271883942, -0.5449009831691731, -1.72944465732076, -1.5775737617930623, -1.49708217624938, -0.6334536461784023, -0.9662874711920115, -0.5320452663709816, -0.17386004955952522, -0.4536024412977956, -1.077555152155607, -1.6723284370766198, -0.8044373605820135, -1.4364564937639528, -1.4076300715157937, -0.755200485617753, -1.6690548642719922, -0.36330965255583836, -1.6428747912828379, -0.15160785878559824, -1.2896230148730392, -0.41159418673197723, -0.7663871449086472]","[-1.6680036115376127, -2.4288269758004084, -2.385292223256995, -1.6350391072973414, -2.21511578793856, -0.9444436245506022, -0.30054119541206953, -1.0650509241609876, -1.0627729779114614, -2.0772560730131535, -2.3498336403239692, -2.151277285275461, -2.514804029967919, -1.7104865179031163, -0.4142873518656949, -0.20666680897573164, -0.4605230107116714, -2.2474394983193635, -1.7964121533402924, -0.5548412565727204, -2.5834919369321323, -2.26162442373603, -2.6139316991458905, -1.3397925748950217]","[-0.13724488298490978, -0.038657963825729, -0.8384723085181306, -0.7547262280394009, -0.531718943794717, -0.20018496615826595, -0.6877159061170199, -0.7467477230191737, -0.4440269306374019, -0.37023956128330837, -0.21810924446629493, -0.41059757870302693, -0.8315549671446933, -0.6617103953440653, -0.12951308464465522, -0.8142955624909087, -0.47549200001653485, -0.593977980756769, -0.5527312382770986, -0.1702090412971006, -0.41396291299701704, -0.3315559483537162, -0.14748320136335236, -0.429207985855499]"
2,17,"[-2.2732056767849653, -6.095472689514241, -1.2853136994201502, -3.836366171506505, -4.829243399726949, -0.5959065769987086, -2.560225841821093, -6.297259806977935, -0.40920339212903256, -0.05338147987379349, -6.910175156389667, -1.4817272763075353, -1.7346964760401504, -0.2796007583341117, -3.0958553403658113, -7.0617603721881235, -0.5588612103160375, -4.640851863326576, -8.759132784393334, -7.36285137326548, -7.468072052830772, -4.716418338858391, -4.221302794779307, -3.365142108136353]","[-2.9864540120398795, -4.18671929062478, -2.99475623396143, -3.3926352552933636, -3.6509386253004967, -3.0439738986131206, -3.821517517859123, -0.23942876842072874, -4.4685753397581, -3.939146523799555, -2.1682939918755295, -2.4785304264440176, -3.7219803871871293, -3.619808434698381, -2.2498549937363546, -2.4529707877624753, -0.8778460463989814, -2.2066061529258723, -1.644219326310489, -1.695177384186, -1.111675468110017, -2.1950394031801506, -0.2550856424830677, -1.7536164124711826]","[-6.10800143540704, -4.68581831313396, -4.555028012091056, -0.7967044591459644, -5.747531552035379, -3.1579531485977563, -0.35489124852733384, -1.6742167167163566, -6.722252640094862, -0.48740808685875875, -2.5464524849413905, -3.500873105976573, -6.593923279942552, -5.976869939659721, -2.328009961775572, -2.307425185274103, -2.4554684199332293, -0.0055202712656858555, -1.4722317846439261, -4.885626742724336, -0.7262566399780478, -5.3716448171937925, -4.091818789008073, -5.987787483718428]","[-1.5264336552433901, -2.2397081502842378, -0.03529953209304476, -1.1225883288383247, -1.800929589727768, -0.34131558827917097, -0.07413697153528034, -0.964027728139322, -2.082567588666287, -0.25587231805774735, -1.0207475872019787, -0.0005618130466539806, -1.1183358103315433, -1.0407843388834308, -1.803216140685866, -0.6725023794763374, -0.33759563722638586, -2.1205312468032496, -1.5325810060011653, -1.0784119215971772, -1.8914716396925515, -0.4547602155370588, -0.43927432727905835, -1.4393785179451881]"
2,18,"[-1.9018490288004228, -1.0201752141594242, -1.5937666713601293, -2.457272394521262, -0.8343924046173807, -2.655377483789437, -0.7210800381877296, -1.4603696177360774, -1.2730868757281895, -0.12488505010244602, -0.1729540807616875, -1.1021382552852974, -1.0469371350404484, -2.0303287820886777, -0.8400930902711018, -2.257855362431019, -2.904971947577522, -2.482684653225286, -2.4392856934506315, -2.628694249517537, -2.5725902497107125, -0.08616548794428916, -2.621679115369704, -0.8510617551637382]","[-1.146715374827276, -0.8621142472615599, -0.7423906873906225, -0.3326940281935178, -0.35541042777260207, -1.4815522068687823, -0.3752187684524982, -1.3433129120969571, -1.0721584480849056, -1.0246097999530013, -0.804873430963572, -0.22765861585009387, -0.9758885205397365, -0.32809642013839135, -0.4334037509793495, -0.43813487020065056, -0.1398142785564959, -1.1442406881651772, -0.6348460400694894, -0.5035768383647137, -1.269247270477041, -0.2762561661114859, -0.7526991570674982, -0.45906729011841013]","[-1.0318741763360177, -0.16969813380608947, -1.6374326032993936, -1.8129752357704871, -1.4042846008234025, -1.9078935332993847, -0.383607480331817, -1.6915750988747917, -1.4478450253016155, -2.3778425692978127, -1.5840555616307783, -2.032942318019025, -2.1930081248887037, -0.47357543763585797, -1.413334939174378, -1.746669480481439, -2.242539271631696, -0.7358004410729626, -1.1034802673706605, -2.360568650257005, -0.17267741513930615, -1.546552223513159, -0.20336854759855932, -1.5109796314474349]","[-0.38366285864652305, -0.7700842293172838, -0.6499466293762791, -0.6349270716607792, -0.6912468397718871, -0.1903698988443086, -0.30745885255507777, -0.22204005498356666, -0.04257558214251054, -0.46333370156771325, -0.6212097263084425, -0.6148274593686776, -0.31738018872497503, -0.29245697448377744, -0.42418953271962795, -0.16416615714467506, -0.427785538408638, -0.29556991942321187, -0.7639284981346564, -0.18030385466031984, -0.19357648657166493, -0.7793647999318143, -0.1777363659206536, -0.6502872306285115]"
2,19,"[-6.938367687700931, -7.600767982626707, -9.033484794288256, -1.5819611814273902, -6.005956457424988, -5.36680203635628, -1.6122404364911735, -4.849665663330657, -8.629193630724592, -4.330660438434045, -3.134423362867042, -2.7341493569741173, -1.8099657898284724, -6.748510989793949, -6.672216683255433, -4.79876674930761, -5.064022080421281, -4.5365576230293705, -3.8716399411782483, -6.592288617609211, -6.803758733286971, -5.893507948925689, -3.9549769816350056, -5.729945447387476]","[-1.3812507470369118, -1.452199522155058, -2.1777529262690627, -0.7765613346913958, -2.3673766769164586, -2.4610895942867663, -2.629320973842516, -2.1966438810590554, -3.7828882445955974, -2.7408189022432246, -0.6304739610656686, -4.119904298907368, -1.3183938933601402, -2.687494203980732, -1.4020643246964442, -3.213571105883745, -0.47949948936443454, -3.435572881258021, -3.5319946312010386, -4.129671752417349, -1.9247138653198665, -3.487340959733731, -0.07862639940313143, -1.2123027020745112]","[-3.821246059841343, -4.525183151087454, -0.12056455361433854, -2.2897591055422777, -0.40387978829391635, -4.336646722445354, -5.686843075338264, -4.826786294302441, -5.176690518387832, -2.960177133186223, -6.87697030620932, -0.9077482566436573, -0.8646995132795441, -5.029344221380541, -1.178811783561616, -4.6816029953139076, -1.1472954419251715, -2.287722331895068, -6.8981474606608035, -6.475448215786148, -5.310865582092355, -0.27063610684043365, -4.410851301393427, -1.0280632582385758]","[-2.330309289322023, -0.005441124253222698, -1.0594516215250238, -0.870858961512738, -0.8441274126237287, -1.5019372597003835, -0.43745670019985883, -0.5022254367578637, -1.038473650347987, -0.40116030110234185, -0.018674491235441695, -0.11424962534345406, -1.041657678210743, -1.7622697683469777, -0.2344291994262472, -1.7696622357041585, -1.140406607026869, -1.7965448266751047, -1.08197760408763, -0.6909591737635364, -0.23897954794628967, -2.1240964009567187, -1.9892041485054026, -1.9127383117966645]"
